海岸番号,海岸,エリア,市町,調査延長m,緯度,経度,季節,分類番号,分類,体積L,重量Kg
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,春,6,産廃系,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,春,7,カキ養殖用バルブ,0.050,0.005
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,春,8,その他プラスチック類,0.003,0.003
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,春,9,発泡スチロール製フロート,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,春,10,その他（金属・ゴム・木・ガラス・陶器）,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,1,ペットボトル,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,2,プラスチックボトル,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,3,食品プラスチック容器,0.050,0.005
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,4,食品袋,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,5,ライター,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,6,産廃系,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,7,カキ養殖用バルブ,0.010,0.005
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,8,その他プラスチック類,0.331,0.036
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,9,発泡スチロール製フロート,0.000,0.000
7,音戸大浦崎海岸,中部,呉市,355,34.174,132.557,秋,10,その他（金属・ゴム・木・ガラス・陶器）,0.010,0.010
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,1,ペットボトル,9.900,0.314
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,2,プラスチックボトル,0.300,0.063
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,3,食品プラスチック容器,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,4,食品袋,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,5,ライター,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,6,産廃系,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,7,カキ養殖用バルブ,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,8,その他プラスチック類,8.382,0.353
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,9,発泡スチロール製フロート,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,冬,10,その他（金属・ゴム・木・ガラス・陶器）,0.982,0.093
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,1,ペットボトル,5.000,0.222
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,2,プラスチックボトル,1.000,0.046
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,3,食品プラスチック容器,0.600,0.046
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,4,食品袋,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,5,ライター,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,6,産廃系,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,7,カキ養殖用バルブ,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,8,その他プラスチック類,6.980,0.438
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,9,発泡スチロール製フロート,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,夏,10,その他（金属・ゴム・木・ガラス・陶器）,1.094,0.254
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,1,ペットボトル,9.600,0.798
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,2,プラスチックボトル,1.000,0.118
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,3,食品プラスチック容器,0.994,0.046
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,4,食品袋,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,5,ライター,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,6,産廃系,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,7,カキ養殖用バルブ,0.704,0.268
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,8,その他プラスチック類,16.032,0.814
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,9,発泡スチロール製フロート,3.312,0.202
8,大久野島海岸,中部,竹原市,227,34.304,132.994,春,10,その他（金属・ゴム・木・ガラス・陶器）,2.000,0.418
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,1,ペットボトル,20.000,0.474
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,2,プラスチックボトル,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,3,食品プラスチック容器,5.630,0.266
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,4,食品袋,0.662,0.022
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,5,ライター,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,6,産廃系,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,7,カキ養殖用バルブ,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,8,その他プラスチック類,26.592,1.838
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,9,発泡スチロール製フロート,0.000,0.000
8,大久野島海岸,中部,竹原市,227,34.304,132.994,秋,10,その他（金属・ゴム・木・ガラス・陶器）,6.274,1.012
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,1,ペットボトル,23.400,0.784
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,2,プラスチックボトル,13.600,0.566
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,3,食品プラスチック容器,4.450,0.384
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,4,食品袋,0.331,0.022
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,5,ライター,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,6,産廃系,0.662,0.052
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,7,カキ養殖用バルブ,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,8,その他プラスチック類,112.658,2.714
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,9,発泡スチロール製フロート,9.420,0.338
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,冬,10,その他（金属・ゴム・木・ガラス・陶器）,57.707,3.064
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,1,ペットボトル,23.800,0.694
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,2,プラスチックボトル,12.000,0.316
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,3,食品プラスチック容器,5.962,0.200
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,4,食品袋,3.644,0.168
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,5,ライター,0.040,0.084
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,6,産廃系,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,7,カキ養殖用バルブ,1.351,0.114
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,8,その他プラスチック類,68.535,1.206
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,9,発泡スチロール製フロート,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,夏,10,その他（金属・ゴム・木・ガラス・陶器）,20.518,1.814
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,1,ペットボトル,49.800,3.968
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,2,プラスチックボトル,4.300,0.462
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,3,食品プラスチック容器,1.656,0.028
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,4,食品袋,0.331,0.026
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,5,ライター,0.040,0.026
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,6,産廃系,2.650,0.476
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,7,カキ養殖用バルブ,0.335,0.116
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,8,その他プラスチック類,1.113,0.118
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,9,発泡スチロール製フロート,3.974,0.442
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,春,10,その他（金属・ゴム・木・ガラス・陶器）,7.737,1.662
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,1,ペットボトル,14.200,0.626
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,2,プラスチックボトル,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,3,食品プラスチック容器,4.374,0.124
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,4,食品袋,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,5,ライター,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,6,産廃系,1.656,0.064
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,7,カキ養殖用バルブ,1.014,0.108
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,8,その他プラスチック類,37.600,0.732
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,9,発泡スチロール製フロート,0.000,0.000
9,梶ノ鼻自然海浜保全地区,東部,尾道市,240,34.336,133.195,秋,10,その他（金属・ゴム・木・ガラス・陶器）,19.522,1.044
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,1,ペットボトル,3.000,0.211
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,2,プラスチックボトル,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,3,食品プラスチック容器,0.300,0.021
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,4,食品袋,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,5,ライター,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,6,産廃系,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,7,カキ養殖用バルブ,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,8,その他プラスチック類,0.050,0.005
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,9,発泡スチロール製フロート,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,冬,10,その他（金属・ゴム・木・ガラス・陶器）,0.828,0.162
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,1,ペットボトル,1.500,0.064
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,2,プラスチックボトル,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,3,食品プラスチック容器,0.240,0.019
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,4,食品袋,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,5,ライター,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,6,産廃系,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,7,カキ養殖用バルブ,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,8,その他プラスチック類,0.153,0.021
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,9,発泡スチロール製フロート,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,夏,10,その他（金属・ゴム・木・ガラス・陶器）,0.254,0.088
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,1,ペットボトル,5.400,0.359
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,2,プラスチックボトル,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,3,食品プラスチック容器,0.100,0.006
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,4,食品袋,0.005,0.001
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,5,ライター,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,6,産廃系,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,7,カキ養殖用バルブ,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,8,その他プラスチック類,0.883,0.066
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,9,発泡スチロール製フロート,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,春,10,その他（金属・ゴム・木・ガラス・陶器）,0.776,0.113
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,1,ペットボトル,0.500,0.021
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,2,プラスチックボトル,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,3,食品プラスチック容器,0.325,0.019
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,4,食品袋,0.166,0.003
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,5,ライター,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,6,産廃系,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,7,カキ養殖用バルブ,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,8,その他プラスチック類,0.025,0.002
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,9,発泡スチロール製フロート,0.000,0.000
10,箱崎自然海浜保全地区,東部,福山市,175,34.368,133.338,秋,10,その他（金属・ゴム・木・ガラス・陶器）,0.075,0.063
